TXN_DATE_TIME,TRANSACTION_ID,CUSTOMER_ID,POLICY_EFF_DT,LOSS_DT,DUREE_CONTRAT_MOIS,REPORT_DT,INSURANCE_TYPE,PREMIUM_AMOUNT,CLAIM_AMOUNT,CUSTOMER_NAME,STATE,POSTAL_CODE,MARITAL_STATUS,MAITAL_STATUS_NUM,AGE,TENURE,PRIME_CUMULEE,MARGE_CONTRAT_A_DATE,EMPLOYMENT_STATUS,ETAT_EMPLOYEE,NO_OF_FAMILY_MEMBERS,RISK_SEGMENTATION,HOUSE_TYPE,SOCIAL_CLASS,CUSTOMER_EDUCATION_LEVEL,CLAIM_STATUS,INCIDENT_SEVERITY,AUTHORITY_CONTACTED,ANY_INJURY,POLICE_REPORT_AVAILABLE,INCIDENT_STATE,INCIDENT_CITY,INCIDENT_HOUR_OF_THE_DAY,AGENT_ID,VENDOR_ID,DATE_OF_JOINING
2021-05-07,TXN00008578,A00003995,2014-10-04,2021-04-21,78,2021-04-26,Property,106.67,38000,Douglas Marcum,AR,72703,Y,1,57,33,2574,-35426,Y,1,2,M,Rent,MI,High School,A,Total Loss,Ambulance,1,1,MD,Glen Burnie,6,AGENT00975,VNDR00176,1991-12-10
2021-05-07,TXN00008579,A00003782,2012-05-28,2021-05-03,107,2021-05-04,Motor,84.82,9000,Laura Baez,DC,20002,Y,1,52,101,10807,1807,Y,1,3,M,Mortgage,LI,Bachelor,A,Minor Loss,Ambulance,0,0,AR,Conway,6,AGENT00929,VNDR00108,1993-06-07
2021-05-07,TXN00008580,A00002097,2014-05-12,2021-04-20,83,2021-04-25,Travel,98.4,1000,Mary Litecky,CA,94550,Y,1,61,25,2075,1075,N,0,7,L,Own,MI,College,A,Major Loss,Ambulance,1,1,VT,Fair Haven,23,AGENT00222,VNDR00311,2012-11-19
2021-05-07,TXN00008581,A00002258,2019-01-31,2021-04-17,26,2021-04-22,Travel,80.74,4000,Ronald Baldwin,CT,6042,N,0,51,10,260,-3740,Y,1,4,L,Mortgage,MI,Bachelor,A,Total Loss,Police,0,1,OK,Oklahoma City,22,AGENT00407,VNDR00451,1990-11-18
2021-05-07,TXN00008582,A00009075,2012-09-15,2021-04-19,103,2021-04-24,Life,51.64,14000,Brian Brown,AR,72704,Y,1,43,13,1339,-12661,Y,1,6,M,Mortgage,MI,Masters,A,Major Loss,Ambulance,0,1,AL,Montgomery,9,AGENT00050,VNDR00222,2009-06-22
2021-05-07,TXN00008583,A00004713,2018-11-09,2021-04-20,29,2021-04-25,Travel,57.31,5000,Carolyn Noyes,MD,21403,N,0,51,26,754,-4246,Y,1,5,H,Rent,LI,Bachelor,A,Major Loss,Other,1,1,DC,Washington,18,AGENT00666,VNDR00451,2003-11-29
2021-05-07,TXN00008585,A00001047,2019-07-03,2021-05-04,22,2021-05-04,Mobile,6.71,500,William Howard,KY,40223,N,0,56,11,242,-258,Y,1,5,M,Mortgage,HI,High School,A,Total Loss,Other,0,0,AZ,Glendale,22,AGENT00627,VNDR00451,2011-07-31
2021-05-07,TXN00008586,A00006406,2018-06-04,2021-05-01,34,2021-05-03,Property,100.6,37000,Renee Gibbs,AK,99504,N,0,58,64,2176,-34824,Y,1,3,L,Rent,LI,Bachelor,A,Major Loss,Police,1,0,AK,Kenai,21,AGENT01187,VNDR00451,2016-06-11
2021-05-07,TXN00008587,A00002030,2017-02-21,2021-04-22,50,2021-04-27,Motor,98.44,1000,Ethel Sundby,TN,37206,Y,1,58,81,4050,3050,Y,1,3,M,Own,LI,Bachelor,A,Minor Loss,Ambulance,1,1,FL,Mexico Beach,4,AGENT00307,VNDR00289,2005-07-16
2021-05-07,TXN00008588,A00008270,2011-08-04,2021-04-27,116,2021-04-30,Life,50.58,20000,Tonya Roney,AL,36109,N,0,44,18,2088,-17912,Y,1,3,L,Mortgage,HI,Bachelor,A,Total Loss,Ambulance,1,1,AK,Anchorage,18,AGENT00436,VNDR00496,1994-06-12
2021-05-07,TXN00008589,A00004575,2015-11-17,2021-04-18,65,2021-04-23,Health,161.71,12000,Mary Cobb,AK,99577,Y,1,53,63,4095,-7905,Y,1,4,H,Mortgage,LI,Masters,A,Total Loss,Other,1,1,FL,Tampa,0,AGENT00963,VNDR00451,1991-07-28
2021-05-07,TXN00008591,A00002008,2013-05-09,2021-04-26,95,2021-05-01,Motor,119.31,8000,Elissa Miller,OK,73003,N,0,58,8,760,-7240,Y,1,4,M,Own,HI,Masters,A,Total Loss,Ambulance,0,0,AL,Montgomery,10,AGENT00663,VNDR00478,1998-06-26
2021-05-08,TXN00008592,A00001194,2017-03-09,2021-05-03,49,2021-05-04,Mobile,9.08,400,Joann Gardner,KY,40219,Y,1,40,80,3920,3520,Y,1,6,L,Mortgage,MI,Bachelor,A,Major Loss,Ambulance,1,1,MA,Brookline,16,AGENT00117,VNDR00318,1994-06-14
2021-05-08,TXN00008593,A00001325,2016-02-13,2021-04-28,62,2021-05-01,Motor,133.7,5000,Carole Whitehead,GA,31404,N,0,36,62,3844,-1156,Y,1,6,L,Rent,HI,College,A,Total Loss,Police,0,1,CA,Oakland,21,AGENT00521,VNDR00451,2001-11-05
2021-05-08,TXN00008594,A00000456,2010-08-14,2021-05-06,128,2021-05-06,Motor,71.36,5000,Mario Schlenz,VT,5650,Y,1,57,48,6144,1144,Y,1,7,L,Mortgage,MI,Bachelor,A,Major Loss,Police,0,1,MD,Annapolis,22,AGENT00762,VNDR00064,1990-10-29
2021-05-08,TXN00008595,A00005999,2011-11-16,2021-04-18,113,2021-04-23,Travel,56.76,3000,James Wheeler,GA,31419,Y,1,59,22,2486,-514,Y,1,5,L,Own,HI,Bachelor,A,Major Loss,Ambulance,1,1,AK,Anchorage,23,AGENT01096,VNDR00393,2016-07-28
2021-05-08,TXN00008596,A00007888,2017-01-17,2021-04-23,51,2021-04-28,Travel,52.29,3000,Theresa Mathis,AZ,85308,Y,1,30,49,2499,-501,Y,1,6,L,Own,HI,Bachelor,A,Minor Loss,Police,1,0,CA,Union City,18,AGENT00831,VNDR00451,2005-06-10
2021-05-08,TXN00008597,A00004459,2019-01-30,2021-04-21,26,2021-04-26,Health,144.12,6000,Sarah Florido,OK,73162,Y,1,35,107,2782,-3218,Y,1,6,M,Mortgage,LI,Bachelor,A,Minor Loss,Other,0,1,AK,Anchorage,22,AGENT00654,VNDR00524,2015-10-28
2021-05-08,TXN00008598,A00004578,2015-09-16,2021-04-18,67,2021-04-23,Mobile,11.68,700,Stephen Frye,CO,81611,Y,1,44,19,1273,573,Y,1,2,H,Mortgage,MI,Bachelor,A,Total Loss,Other,1,1,VT,Waitsfield,17,AGENT00947,VNDR00406,2008-05-23
2021-05-08,TXN00008599,A00002851,2011-07-25,2021-05-07,117,2021-05-07,Property,101.4,30000,Christian Rabe,AK,99501,Y,1,63,54,6318,-23682,Y,1,6,M,Mortgage,LI,Bachelor,A,Major Loss,Police,1,1,AZ,Glendale,2,AGENT00692,VNDR00519,1998-02-02
2021-05-08,TXN00008600,A00006544,2018-02-12,2021-05-06,38,2021-05-06,Life,54.71,58000,Michael Cueto,CA,94611,N,0,38,20,760,-57240,Y,1,6,H,Mortgage,LI,College,A,Total Loss,Ambulance,0,0,KY,Louisville,22,AGENT00458,VNDR00205,1991-09-23
2021-05-08,TXN00008601,A00003109,2015-06-04,2021-05-06,71,2021-05-06,Travel,77.72,1000,Elvia Kaplan,MD,21122,N,0,50,6,426,-574,Y,1,3,M,Mortgage,LI,PhD,A,Major Loss,Ambulance,1,0,VT,Vergennes,18,AGENT00552,VNDR00451,1998-07-29
2021-05-08,TXN00008602,A00006843,2018-09-26,2021-04-25,30,2021-04-30,Motor,118.98,9000,Grover Woodring,CO,80011,N,0,28,12,360,-8640,Y,1,3,M,Own,HI,High School,A,Major Loss,Police,0,0,CA,Redding,4,AGENT00146,VNDR00364,2009-06-14
2021-05-08,TXN00008603,A00004753,2010-10-16,2021-04-27,126,2021-05-02,Health,115.37,7000,Kendra Mccarthy,DC,20016,N,0,61,32,4032,-2968,Y,1,2,L,Rent,MI,Bachelor,A,Total Loss,Police,0,0,AR,Farmington,20,AGENT00579,VNDR00081,2000-08-24
2021-05-08,TXN00008604,A00009208,2010-09-06,2021-04-18,127,2021-04-23,Travel,50.73,2000,Johnny Mccarty,GA,31419,Y,1,57,31,3937,1937,Y,1,3,L,Mortgage,MI,College,A,Major Loss,Ambulance,1,0,VT,Thetford,19,AGENT01014,VNDR00431,2016-04-27
2021-05-08,TXN00008605,A00007127,2017-09-20,2021-04-29,43,2021-05-02,Life,65.95,23000,Claire Turkin,CT,6040,Y,1,53,94,4042,-18958,Y,1,6,M,Own,HI,High School,A,Total Loss,Ambulance,1,0,AZ,Glendale,9,AGENT00630,VNDR00451,2014-04-20
2021-05-08,TXN00008606,A00004130,2013-01-18,2021-04-28,99,2021-05-01,Motor,95.48,2000,Sandy Hunter,MA,1570,Y,1,53,13,1287,-713,N,0,5,M,Mortgage,LI,Bachelor,A,Minor Loss,Police,0,1,KY,Louisville,14,AGENT00127,VNDR00462,2005-04-11
2021-05-08,TXN00008607,A00006273,2019-06-22,2021-04-26,22,2021-05-01,Life,75.25,19000,Jerome Wall,CA,94578,Y,1,60,113,2486,-16514,Y,1,4,M,Mortgage,MI,Masters,A,Major Loss,Ambulance,1,1,MA,Hardwick,5,AGENT01172,VNDR00429,2017-01-03
2021-05-08,TXN00008608,A00009442,2010-11-08,2021-04-23,125,2021-04-28,Travel,93.08,4000,Sandra Elkins,CO,80002,Y,1,52,13,1625,-2375,Y,1,7,L,Rent,MI,Bachelor,A,Major Loss,Ambulance,1,1,MD,Annapolis,2,AGENT00474,VNDR00103,2003-04-05
2021-05-08,TXN00008609,A00001441,2018-02-13,2021-05-03,38,2021-05-04,Mobile,7.12,300,Antonio Little,FL,33547,N,0,64,100,3800,3500,Y,1,7,L,Mortgage,MI,Bachelor,A,Total Loss,Ambulance,0,1,DC,Washington,1,AGENT00976,VNDR00051,2012-07-19
2021-05-08,TXN00008610,A00000984,2019-02-28,2021-05-01,26,2021-05-03,Travel,79.67,2000,Nancy Felderman,AR,72701,Y,1,45,30,780,-1220,Y,1,6,H,Mortgage,LI,College,A,Major Loss,Other,1,1,DC,Washington,18,AGENT00988,VNDR00478,1995-12-07
2021-05-08,TXN00008611,A00009618,2019-12-07,2021-05-04,16,2021-05-05,Mobile,6.33,500,Gino Campos,CO,80004,Y,1,34,111,1776,1276,Y,1,3,L,Mortgage,HI,College,A,Total Loss,Ambulance,1,1,OK,Moore,11,AGENT00124,VNDR00451,1999-08-28
2021-05-09,TXN00008612,A00002521,2010-07-28,2021-05-05,129,2021-05-06,Property,115.48,37000,Ronald Harden,AR,72703,Y,1,44,36,4644,-32356,Y,1,4,H,Mortgage,LI,Bachelor,A,Total Loss,Ambulance,0,1,CA,Piedmont,18,AGENT00714,VNDR00451,1999-10-09
2021-05-09,TXN00008613,A00006087,2012-06-24,2021-05-04,106,2021-05-05,Property,149.37,29000,Jorge Epps,CA,94577,Y,1,58,91,9646,-19354,Y,1,5,H,Own,LI,High School,A,Minor Loss,Police,1,0,MA,Fitchburg,15,AGENT00301,VNDR00600,1995-10-19
2021-05-09,TXN00008614,A00006155,2017-01-01,2021-04-27,51,2021-05-02,Motor,90.86,8000,Frances Sullivan,GA,31322,Y,1,45,117,5967,-2033,Y,1,7,L,Rent,LI,High School,A,Minor Loss,Police,0,1,CA,Mountain View,21,AGENT01172,VNDR00034,2017-01-03
2021-05-09,TXN00008615,A00003876,2016-02-06,2021-04-28,62,2021-05-03,Motor,91.52,6000,Norman Lucas,CT,6042,N,0,44,34,2108,-3892,Y,1,2,L,Rent,MI,Bachelor,A,Minor Loss,Ambulance,1,1,VT,Colchester,6,AGENT00702,VNDR00391,1990-10-19
2021-05-09,TXN00008616,A00009437,2012-09-28,2021-04-30,103,2021-05-03,Property,104.28,25000,Jesse Whitfield,DC,20008,N,0,25,102,10506,-14494,Y,1,7,M,Rent,MI,MD,A,Minor Loss,Police,1,1,CA,Berkeley,12,AGENT00015,VNDR00104,1998-01-31
2021-05-09,TXN00008618,A00008576,2016-11-04,2021-04-22,53,2021-04-27,Life,96.95,55000,Jesse Degnan,DC,20008,Y,1,36,23,1219,-53781,Y,1,5,L,Mortgage,HI,PhD,A,Total Loss,Other,0,1,FL,Lynn Haven,15,AGENT00148,VNDR00505,1999-05-10
2021-05-09,TXN00008619,A00008833,2019-02-27,2021-04-22,25,2021-04-27,Motor,139.55,1000,Kelly Clark,CT,6040,Y,1,61,40,1000,0,Y,1,4,L,Rent,HI,Bachelor,A,Total Loss,Ambulance,1,1,AZ,Glendale,21,AGENT01096,VNDR00177,2016-07-28
2021-05-09,TXN00008620,A00004200,2018-08-28,2021-04-19,31,2021-04-24,Life,89.1,57000,Julie Laigo,AR,72703,Y,1,50,70,2170,-54830,Y,1,5,L,Mortgage,LI,Bachelor,A,Total Loss,Police,1,1,MD,Arnold,8,AGENT00674,VNDR00125,2006-11-16
2021-05-09,TXN00008621,A00008928,2018-01-28,2021-05-05,39,2021-05-06,Motor,132.97,1000,Raymond Zarek,AK,99504,Y,1,60,56,2184,1184,Y,1,3,L,Mortgage,HI,Bachelor,A,Minor Loss,Other,0,1,CT,Manchester,8,AGENT00597,VNDR00166,2014-07-01
2021-05-09,TXN00008622,A00006217,2017-06-07,2021-04-25,46,2021-04-30,Travel,76.61,2000,Nicole Billingsley,AZ,85301,Y,1,53,74,3404,1404,Y,1,3,M,Own,HI,High School,A,Total Loss,Ambulance,1,1,DC,Washington,0,AGENT00936,VNDR00529,2000-06-30
2021-05-09,TXN00008623,A00005121,2011-12-30,2021-05-03,112,2021-05-05,Motor,86.06,2000,Sara Millican,MD,21403,Y,1,32,109,12208,10208,Y,1,7,L,Mortgage,MI,PhD,A,Total Loss,Ambulance,1,1,AL,Montgomery,18,AGENT00427,VNDR00512,2001-01-10
2021-05-09,TXN00008624,A00004241,2019-10-26,2021-04-22,17,2021-04-27,Life,80.47,93000,Margaret Smith,AR,72703,Y,1,44,117,1989,-91011,Y,1,7,H,Rent,MI,College,A,Total Loss,Ambulance,1,1,AR,Fayetteville,18,AGENT00194,VNDR00191,2008-07-28
2021-05-09,TXN00008625,A00004036,2011-06-20,2021-05-01,118,2021-05-04,Life,58.94,38000,Mary Kantor,CO,80005,Y,1,38,113,13334,-24666,Y,1,5,L,Rent,LI,Bachelor,A,Major Loss,Ambulance,0,1,VT,Huntington,15,AGENT00625,VNDR00129,1995-05-24
2021-05-09,TXN00008626,A00000597,2015-11-19,2021-05-05,65,2021-05-06,Life,57.87,91000,Joshua Barry,CT,6040,N,0,35,74,4810,-86190,Y,1,5,M,Rent,LI,Bachelor,A,Minor Loss,Ambulance,1,0,CA,Oakland,2,AGENT00145,VNDR00451,2005-07-22
2021-05-09,TXN00008627,A00008803,2017-06-11,2021-04-20,46,2021-04-25,Property,107.32,11000,Elaine Earl,AL,36109,N,0,32,86,3956,-7044,Y,1,2,L,Rent,HI,MD,A,Minor Loss,Ambulance,1,1,OK,Ardmore,0,AGENT00496,VNDR00537,2014-07-31
2021-05-09,TXN00008628,A00001769,2012-09-19,2021-05-06,103,2021-05-06,Health,144.61,3000,Ursula Gillespie,FL,32413,Y,1,51,56,5768,2768,Y,1,3,L,Mortgage,MI,Bachelor,A,Total Loss,Ambulance,0,1,VT,Wheelock,4,AGENT00083,VNDR00372,1990-06-29
2021-05-09,TXN00008629,A00005869,2016-05-01,2021-05-04,60,2021-05-05,Motor,127.41,7000,Jeffery Bryant,CA,94536,N,0,43,92,5520,-1480,Y,1,6,H,Mortgage,HI,Bachelor,A,Major Loss,Ambulance,1,1,TN,Nashville,20,AGENT00952,VNDR00197,1996-08-30
2021-05-09,TXN00008630,A00005989,2017-04-15,2021-05-03,48,2021-05-05,Health,192.56,20000,Dave Kubicek,VT,5873,N,0,44,109,5232,-14768,Y,1,6,L,Own,HI,Bachelor,A,Total Loss,Ambulance,1,0,CT,Manchester,19,AGENT00883,VNDR00466,2004-08-01
2021-05-09,TXN00008631,A00008881,2016-06-29,2021-04-30,58,2021-05-03,Health,127.15,12000,Jesse Slade,CO,80002,N,0,58,21,1218,-10782,Y,1,6,L,Mortgage,MI,High School,A,Major Loss,Ambulance,1,1,CA,Mountain View,12,AGENT00517,VNDR00451,2010-06-29
2021-05-09,TXN00008632,A00008193,2014-08-06,2021-05-08,81,2021-05-08,Mobile,8.73,100,John Sinka,FL,33954,Y,1,31,85,6885,6785,Y,1,6,H,Own,MI,High School,A,Minor Loss,Police,0,0,GA,Savannah,21,AGENT00094,VNDR00540,2013-04-29
2021-05-09,TXN00008633,A00002876,2011-01-17,2021-05-01,123,2021-05-04,Health,150.19,12000,Mike Tucker,TN,37211,Y,1,62,89,10947,-1053,Y,1,4,M,Own,MI,Bachelor,A,Total Loss,Ambulance,1,1,CT,Manchester,7,AGENT00641,VNDR00351,2014-09-10
2021-05-09,TXN00008634,A00001938,2017-05-11,2021-04-22,47,2021-04-27,Motor,125.2,10000,Donald Gin,FL,32413,Y,1,41,40,1880,-8120,N,0,6,M,Rent,MI,High School,A,Major Loss,Police,1,0,MD,Glen Burnie,14,AGENT00675,VNDR00355,2003-06-28
2021-05-09,TXN00008635,A00003498,2013-05-27,2021-05-04,95,2021-05-05,Life,59.35,36000,John Manzanarez,KY,40243,Y,1,56,63,5985,-30015,Y,1,2,M,Rent,MI,Bachelor,A,Total Loss,Police,1,1,CO,Arvada,11,AGENT00901,VNDR00113,2006-03-21
2021-05-09,TXN00008636,A00007258,2017-01-28,2021-04-28,51,2021-05-03,Property,85.31,10000,Dan Hobson,OK,73159,Y,1,26,34,1734,-8266,Y,1,7,H,Own,MI,Masters,A,Major Loss,Police,0,1,AZ,Glendale,13,AGENT01186,VNDR00451,2006-04-02
2021-05-10,TXN00008637,A00002924,2010-09-01,2021-05-05,128,2021-05-06,Travel,75.48,2000,Alexa Bottorff,CA,92867,Y,1,47,110,14080,12080,Y,1,6,M,Mortgage,LI,Bachelor,A,Minor Loss,Police,1,0,OK,Edmond,7,AGENT01145,VNDR00451,2005-09-08
2021-05-10,TXN00008638,A00005874,2011-12-24,2021-05-06,112,2021-05-07,Property,153.52,17000,Valencia Dibenedetto,OK,73114,N,0,38,111,12432,-4568,Y,1,7,L,Own,MI,Masters,A,Major Loss,Police,1,0,VT,Brookfield,13,AGENT00246,VNDR00239,2001-03-04
2021-05-10,TXN00008639,A00000975,2010-11-29,2021-04-22,124,2021-04-27,Health,181.17,19000,Carin Jackson,FL,32404,N,0,30,9,1116,-17884,Y,1,7,L,Mortgage,HI,Bachelor,A,Major Loss,Ambulance,0,1,CA,Berkeley,14,AGENT00485,VNDR00593,1992-12-02
2021-05-10,TXN00008640,A00000739,2013-06-03,2021-05-09,95,2021-05-09,Travel,62.7,4000,Alvin Sigler,TN,37218,Y,1,49,27,2565,-1435,Y,1,3,L,Rent,HI,Bachelor,A,Total Loss,Other,1,1,KY,Louisville,0,AGENT00728,VNDR00139,2010-09-28
2021-05-10,TXN00008641,A00002922,2017-01-17,2021-04-26,51,2021-05-01,Motor,87.82,7000,Marcy Theden,MA,2474,N,0,46,116,5916,-1084,Y,1,6,L,Rent,LI,High School,A,Major Loss,Police,1,1,AK,Anchorage,14,AGENT00542,VNDR00391,2015-06-30
2021-05-10,TXN00008642,A00005739,2015-12-16,2021-05-08,64,2021-05-08,Property,82.52,26000,David Davis,KY,40272,Y,1,46,111,7104,-18896,Y,1,2,H,Rent,LI,High School,A,Minor Loss,Ambulance,0,1,CO,Arvada,0,AGENT00787,VNDR00078,1992-06-11
2021-05-10,TXN00008643,A00003107,2011-04-09,2021-05-08,120,2021-05-08,Property,151.39,17000,Michelle Alls,FL,32413,Y,1,34,77,9240,-7760,Y,1,7,M,Rent,MI,Bachelor,A,Major Loss,Ambulance,0,1,OK,Oklahoma City,23,AGENT01036,VNDR00224,2010-03-12
2021-05-10,TXN00008644,A00007931,2014-04-16,2021-05-03,84,2021-05-05,Travel,65.97,4000,Harry Grimes,MA,2721,Y,1,62,111,9324,5324,Y,1,7,L,Mortgage,MI,College,A,Major Loss,Ambulance,1,0,DC,Washington,2,AGENT00916,VNDR00326,2001-07-16
2021-05-10,TXN00008645,A00005005,2017-10-30,2021-05-01,42,2021-05-04,Mobile,10.39,600,James Gillespie,TN,37208,Y,1,55,61,2562,1962,Y,1,2,H,Mortgage,MI,Bachelor,A,Total Loss,Ambulance,0,0,GA,Garden City,0,AGENT00499,VNDR00451,1991-07-23
2021-05-10,TXN00008646,A00000435,2015-10-20,2021-04-27,66,2021-05-02,Mobile,6.1,100,Andrew Bagley,CO,80003,N,0,38,97,6402,6302,Y,1,3,L,Own,MI,High School,A,Minor Loss,Ambulance,0,1,GA,Savannah,8,AGENT00326,VNDR00451,2015-03-29
2021-05-10,TXN00008647,A00002013,2018-02-07,2021-05-07,39,2021-05-07,Property,114.41,14000,Marc Morasca,MA,2638,N,0,33,34,1326,-12674,Y,1,4,L,Rent,MI,MD,A,Major Loss,Ambulance,0,1,TN,Nashville,4,AGENT00584,VNDR00451,2000-12-17
2021-05-10,TXN00008648,A00007452,2016-05-01,2021-04-29,59,2021-05-04,Mobile,8.82,600,Annie Antoine,CT,6040,N,0,30,23,1357,757,Y,1,6,M,Rent,MI,Bachelor,A,Major Loss,Police,1,1,AL,Montgomery,8,AGENT00753,VNDR00460,2002-09-11
2021-05-10,TXN00008649,A00001210,2015-07-31,2021-04-20,68,2021-04-25,Travel,77.21,2000,Jessica Croteau,VT,5001,Y,1,61,116,7888,5888,Y,1,5,M,Mortgage,MI,Bachelor,A,Major Loss,Ambulance,1,1,KY,Louisville,5,AGENT01043,VNDR00114,2005-05-13
2021-05-10,TXN00008650,A00006823,2019-04-01,2021-04-25,24,2021-04-30,Life,59.6,80000,Sandra Littler,OK,73160,N,0,50,28,672,-79328,Y,1,3,M,Own,LI,College,A,Total Loss,Police,1,1,AL,Montgomery,16,AGENT00400,VNDR00050,2000-02-16
2021-05-10,TXN00008651,A00003798,2014-06-25,2021-04-26,82,2021-05-01,Mobile,9.03,100,Eva Roach,AZ,85308,Y,1,26,51,4182,4082,Y,1,4,H,Own,LI,Bachelor,A,Total Loss,Other,1,1,VT,Essex,12,AGENT00123,VNDR00084,1991-02-23
2021-05-10,TXN00008652,A00001164,2014-12-17,2021-04-26,76,2021-05-01,Travel,73.53,1000,Brandon Bennett,OK,73114,Y,1,49,16,1216,216,Y,1,4,M,Rent,MI,High School,A,Minor Loss,Ambulance,0,1,AK,Anchorage,15,AGENT00839,VNDR00051,2000-08-09
2021-05-10,TXN00008653,A00009585,2013-09-15,2021-04-20,91,2021-04-25,Health,185.66,9000,Dorothy Spalding,CO,80003,Y,1,27,56,5096,-3904,Y,1,5,H,Own,MI,Bachelor,A,Major Loss,Ambulance,0,0,OK,Norman,1,AGENT01013,VNDR00031,2000-05-19
2021-05-10,TXN00008654,A00006356,2016-03-22,2021-05-02,61,2021-05-05,Health,145.91,10000,Linda Willis,OK,73129,N,0,62,46,2806,-7194,Y,1,4,M,Rent,MI,High School,A,Total Loss,Police,1,1,KY,Louisville,16,AGENT00217,VNDR00177,2014-09-08
2021-05-10,TXN00008655,A00006493,2011-04-09,2021-05-05,120,2021-05-06,Life,76.6,40000,Patricia Blackwood,CT,6040,Y,1,58,81,9720,-30280,Y,1,6,L,Own,MI,Bachelor,A,Minor Loss,Ambulance,0,0,GA,Savannah,22,AGENT00065,VNDR00276,2009-08-17
2021-05-10,TXN00008656,A00008533,2019-07-31,2021-04-24,20,2021-04-29,Mobile,8.54,300,Samuel Evans,AR,72701,N,0,35,34,680,380,Y,1,2,M,Rent,LI,Bachelor,A,Major Loss,Police,1,1,KY,Louisville,16,AGENT00609,VNDR00451,1993-09-17
2021-05-10,TXN00008657,A00007809,2012-04-22,2021-04-23,108,2021-04-28,Mobile,8.11,400,Nathaniel Morgan,MA,1603,Y,1,58,13,1404,1004,N,0,4,L,Own,LI,High School,A,Total Loss,Ambulance,0,1,MA,Woburn,8,AGENT01166,VNDR00043,1990-12-04
2021-05-10,TXN00008658,A00007867,2016-11-01,2021-04-30,53,2021-05-03,Travel,64.27,4000,David Steiger,TN,37214,Y,1,37,53,2809,-1191,Y,1,6,L,Rent,MI,High School,A,Minor Loss,Police,1,1,AL,Pelham,17,AGENT00453,VNDR00451,2006-11-16
2021-05-10,TXN00008659,A00002576,2016-02-20,2021-05-03,62,2021-05-05,Property,117.59,39000,Julia Starner,DC,20005,Y,1,32,22,1364,-37636,Y,1,3,L,Mortgage,HI,Bachelor,A,Minor Loss,Ambulance,1,0,TN,Brentwood,19,AGENT01067,VNDR00500,1990-09-01
2021-05-10,TXN00008660,A00000791,2017-08-13,2021-04-26,44,2021-05-01,Travel,87.69,2000,Doris Gonzalez,MA,2446,Y,1,63,74,3256,1256,Y,1,2,M,Rent,MI,Bachelor,A,Minor Loss,Police,1,0,AZ,Glendale,15,AGENT00370,VNDR00456,1996-08-27
2021-05-10,TXN00008661,A00000179,2011-07-04,2021-05-03,117,2021-05-05,Motor,77.69,9000,Amanda Denney,AK,99577,Y,1,41,8,936,-8064,Y,1,3,L,Own,MI,Bachelor,A,Major Loss,Ambulance,1,1,MA,Cambridge,16,AGENT00001,VNDR00540,1993-06-05
2021-05-11,TXN00008662,A00000895,2014-08-21,2021-04-24,80,2021-04-29,Motor,112.71,7000,Stephanie Arnett,GA,31419,Y,1,51,38,3040,-3960,Y,1,2,M,Rent,HI,PhD,A,Minor Loss,Ambulance,0,1,CA,Vallejo,23,AGENT00107,VNDR00532,2000-09-11
2021-05-11,TXN00008663,A00003034,2013-01-30,2021-04-25,98,2021-04-30,Motor,115.17,1000,Joseph Miesch,TN,37207,Y,1,25,87,8526,7526,Y,1,7,L,Rent,MI,College,A,Minor Loss,Other,1,0,DC,Washington,18,AGENT00366,VNDR00451,2015-09-24
2021-05-11,TXN00008664,A00004019,2017-01-18,2021-05-05,51,2021-05-07,Mobile,10.02,400,Kali Carlson,OK,73118,Y,1,61,89,4539,4139,N,0,2,H,Rent,LI,High School,A,Total Loss,Police,1,0,AZ,Litchfield Park,2,AGENT00068,VNDR00451,2015-06-17
2021-05-11,TXN00008665,A00002240,2016-08-17,2021-05-08,56,2021-05-08,Motor,70.64,8000,Mertie Humbert,AK,99515,N,0,40,17,952,-7048,Y,1,5,M,Rent,MI,Bachelor,A,Minor Loss,Ambulance,0,1,CO,Arvada,0,AGENT00746,VNDR00395,2012-04-21
2021-05-11,TXN00008666,A00007895,2014-09-13,2021-04-21,79,2021-04-26,Property,108.96,10000,Carla Vancleave,VT,5452,Y,1,26,96,7584,-2416,Y,1,4,M,Rent,LI,Bachelor,A,Total Loss,Ambulance,0,1,CO,Arvada,19,AGENT00358,VNDR00018,1996-10-24
2021-05-11,TXN00008667,A00005569,2019-06-21,2021-05-08,22,2021-05-08,Life,91.22,49000,Robert Cline,AR,72703,Y,1,55,54,1188,-47812,Y,1,5,L,Mortgage,MI,Masters,A,Total Loss,Ambulance,0,1,KY,Louisville,12,AGENT00269,VNDR00488,2011-09-27
2021-05-11,TXN00008668,A00004263,2015-12-08,2021-04-30,64,2021-05-05,Property,99.88,11000,James Norris,FL,32405,Y,1,50,29,1856,-9144,Y,1,4,H,Rent,MI,Bachelor,A,Minor Loss,Ambulance,0,1,VT,Colchester,20,AGENT00481,VNDR00451,2000-07-15
2021-05-11,TXN00008669,A00002080,2017-11-06,2021-05-04,41,2021-05-06,Mobile,10.64,300,Pat Johnson,MA,2169,N,0,25,22,902,602,N,0,4,H,Rent,LI,High School,A,Total Loss,Police,1,1,MA,Westport,21,AGENT00977,VNDR00329,1995-06-10
